1805,1929,1881,1713,1781,1779,1859,1801,1844,1784
1846,1950,1977,1897,1940,1900,1915,1835,1900,1774
2013,2011,2039,1980,1937,2006,950,-1,2007,-1
1985,2000,1997,2043,1988,1981,2057,1916,2011,2066
1943,1943,1943,1943,1943,1943,1943,1943,1943,1943
2900,2900,2900,2900,2900,2900,2900,2900,2900,2900
1782,1804,1806,1819,1884,1973,1796,1876,1733,1834
1788,1788,1788,1788,1788,1788,1788,1788,1788,1788
1849,1849,1849,1849,1849,1849,1849,1849,1849,1849
