2011,2049,1964,2019,2003,2027,1827,1973,1964,1999
1939,1961,1954,1949,1929,1835,1899,1900,1883,1924
1869,1584,-1,1873,1916,2018,1949,2001,1924,1998
2052,2013,2001,2009,1961,1997,1910,1949,1960,2019
2083,1965,1987,1918,1728,1970,1955,1947,1974,1996
1963,2645,2563,2582,2612,2589,2604,2617,2579,2569
2574,1907,1831,1929,1970,1916,1953,1894,1866,1785
1948,1788,1787,1796,1798,1794,1812,1778,1795,1800
1778,1812,1791,1798,1808,1800,1817,1800,1823,1789
