2139,2045,2127,2076,2106,2162,2145,2055,2157,2080
2007,1845,2003,1959,1908,1993,1903,2009,1921,1929
1957,2012,2010,2012,-1,2078,-1,1987,2052,-1
2076,2022,2005,1977,2045,1969,1961,2024,2054,1929
2079,2086,2112,2125,2088,2117,2091,2103,2064,2079
1853,1956,1874,1991,2026,1959,1942,1928,1956,1933
1722,1757,1762,1731,1699,1711,1656,1656,1798,1728
1989,2016,2011,2006,2057,2034,1989,2034,2061,2040
1995,1930,1941,1942,1963,1937,1954,1998,2009,1950
