2108,2056,2093,2140,2075,2111,2130,2129,2089,2114
2007,2045,2051,2012,2043,2051,2014,1993,2036,2054
2045,2091,2095,2087,2042,2038,2066,2064,2077,2046
1998,2068,2013,2028,1993,2044,2003,1998,2028,2012
2046,2038,2038,2043,2022,2017,2049,2021,2043,2017
2059,2042,2076,2045,2018,2001,2047,2027,2097,2051
2172,2143,2123,2156,2152,2124,2126,2168,2119,2126
2068,2006,2037,2025,2029,1963,2025,2024,2052,2000
1886,1855,1905,1913,1885,1933,1864,1883,1917,1904
