2110,2077,2092,2098,2053,2075,2073,2095,2094,2018
2040,1979,1993,2039,2005,2046,1989,1983,1987,2040
2111,2119,2135,2114,2111,2141,2101,2135,2166,2066
2111,2121,2099,2073,2078,2061,2048,2046,2089,2113
2034,2039,2029,2089,2117,2066,2061,2100,2084,2051
2136,2014,2025,2112,2121,2117,2127,2131,2046,2144
-2,2004,-2,2087,-2,-2,-2,2080,-2,-2
2046,2038,2019,2104,2027,2077,2083,2080,2062,2042
1952,1961,1909,2051,1993,1946,1910,1908,1920,1953
