2068,2102,2069,2081,2100,2088,1974,2074,2041,2047
1963,1970,1966,2015,1989,1984,2069,2065,2022,1967
2051,2057,2075,2099,2100,2091,2097,2141,2118,2065
1972,2040,2006,2049,2021,2040,2037,2091,1991,2043
2035,2100,2018,2043,2048,2063,2050,2063,2079,2041
2062,2063,2102,2053,2116,2133,2102,2082,2110,2109
2009,1980,2034,2057,1978,2009,2044,2010,-2,1997
2004,2045,2009,2030,2041,2040,2050,2050,2093,1959
1836,1884,1938,1975,1856,1942,1882,1988,1915,1938
