1724,1720,1684,1693,1669,1682,1774,1685,1714,1645
1601,1729,1721,1688,1650,1634,1669,1693,1674,1665
1734,1695,1642,1707,1708,1632,1660,1675,1749,1610
1666,1635,1733,1740,1702,1624,1772,1685,1743,1670
1804,1811,1815,1817,1793,1788,1845,1793,1788,1818
1567,1595,1597,1575,1554,1549,1624,1599,1581,1600
1634,1686,1689,1684,1628,1597,1665,1641,1654,1683
1538,1618,1588,1621,1527,1524,1632,1575,1609,1649
1459,1521,1526,1540,1459,1462,1566,1545,1520,1534
