1989,1966,1899,1902,1882,1972,1982,1950,1903,1998
1897,1866,1846,1848,1844,1892,1903,1872,1886,1873
1929,1857,1963,1915,1768,1871,-1,1883,1992,1970
1915,1878,1908,1849,1853,1878,1940,1911,1886,1882
1998,1941,1977,1884,1870,1971,1989,1922,1950,1907
1806,1866,1868,1772,1775,1709,1881,1860,1881,1848
1747,1723,1838,1822,1794,1667,1801,1804,1821,1797
1820,1782,1835,1824,1775,1793,1869,1867,1864,1805
1769,1803,1761,1697,1749,1661,1753,1806,1755,1733
