2012,2028,2000,2069,2037,2047,1967,2044,2061,2052
1996,1964,2033,2039,1925,2001,1976,1978,1997,1921
2063,2034,2045,2063,2074,2084,2086,2082,2082,2059
2029,2040,2061,2026,2045,2047,2031,2073,2068,2043
1978,2034,2012,2022,2041,2034,2020,1990,2009,2061
2112,2098,2068,2052,2040,2087,2082,2074,2058,2028
1994,2039,2031,-2,2040,1994,-2,2030,2018,2011
2052,1994,2052,2064,1980,2039,2048,2067,1989,2013
1940,1871,1944,1985,1935,1906,1962,1980,1940,1934
