2200,2178,2162,2132,2136,2138,2162,2128,2058,2108
1996,2014,1988,2038,1982,2074,1980,2022,1964,1992
2084,2040,2074,2080,2070,2076,2056,2002,2022,2048
2054,2050,2025,2008,2067,2103,2044,1985,2072,2024
1942,1942,1942,1942,1942,1942,1942,1942,1942,1942
1940,1956,1940,1958,1956,1956,1940,1940,1956,1940
1988,2004,1986,1998,2018,1948,1994,2010,2018,2034
2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
1830,1830,1830,1830,1830,1830,1830,1830,1830,1830
