2146,2081,2103,2030,2090,2087,2144,2097,2089,2142
2032,2085,2091,2144,2131,2131,2081,2108,2083,2108
2106,2127,2077,2147,2118,2053,2160,2119,2072,2179
2080,2189,2121,2093,2076,2113,2145,2082,2097,2120
2215,2206,2206,2198,2153,2135,2175,2173,2148,2173
2103,2133,2127,2159,2108,2110,2148,2117,2108,2139
1951,2006,2024,1966,1908,1972,2007,1866,1931,1952
2013,2011,2086,2095,2027,2026,2150,2024,1999,2091
2070,2107,2196,2110,2065,2081,2146,2088,2061,2080
